assembly_id,logical_character_id,width,height,resolution,texture_count
NPC/Class_A/210111/Default,NPC/Class_A/210111,512,512,512×512,7
NPC/Class_A/210111/Default,NPC/Class_A/210111,1,1,1×1,1
NPC/Class_A/210112/Default,NPC/Class_A/210112,2048,2048,2048×2048,3
NPC/Class_A/210112/Default,NPC/Class_A/210112,1024,1024,1024×1024,11
NPC/Class_A/210112/Default,NPC/Class_A/210112,512,512,512×512,10
NPC/Class_A/210112/Default,NPC/Class_A/210112,256,256,256×256,5
NPC/Class_A/210112/Default,NPC/Class_A/210112,128,128,128×128,1
NPC/Class_A/210112/Default,NPC/Class_A/210112,64,64,64×64,1
NPC/Class_A/210113/Default,NPC/Class_A/210113,2048,2048,2048×2048,3
NPC/Class_A/210113/Default,NPC/Class_A/210113,1024,1024,1024×1024,11
NPC/Class_A/210113/Default,NPC/Class_A/210113,512,512,512×512,12
NPC/Class_A/210113/Default,NPC/Class_A/210113,256,256,256×256,6
NPC/Class_A/210113/Default,NPC/Class_A/210113,128,128,128×128,2
NPC/Class_A/210113/Default,NPC/Class_A/210113,64,64,64×64,1
NPC/Class_A/210114/Default,NPC/Class_A/210114,2048,2048,2048×2048,3
NPC/Class_A/210114/Default,NPC/Class_A/210114,1024,1024,1024×1024,10
NPC/Class_A/210114/Default,NPC/Class_A/210114,512,512,512×512,13
NPC/Class_A/210114/Default,NPC/Class_A/210114,256,256,256×256,6
NPC/Class_A/210114/Default,NPC/Class_A/210114,128,128,128×128,2
NPC/Class_A/210114/Default,NPC/Class_A/210114,64,64,64×64,1
NPC/Class_A/210116/Default,NPC/Class_A/210116,2048,2048,2048×2048,3
NPC/Class_A/210116/Default,NPC/Class_A/210116,1024,1024,1024×1024,11
NPC/Class_A/210116/Default,NPC/Class_A/210116,512,512,512×512,12
NPC/Class_A/210116/Default,NPC/Class_A/210116,256,256,256×256,7
NPC/Class_A/210116/Default,NPC/Class_A/210116,128,128,128×128,2
NPC/Class_A/210116/Default,NPC/Class_A/210116,64,64,64×64,1
NPC/Class_A/210117/Default,NPC/Class_A/210117,2048,2048,2048×2048,3
NPC/Class_A/210117/Default,NPC/Class_A/210117,1024,1024,1024×1024,11
NPC/Class_A/210117/Default,NPC/Class_A/210117,512,512,512×512,12
NPC/Class_A/210117/Default,NPC/Class_A/210117,256,256,256×256,6
NPC/Class_A/210117/Default,NPC/Class_A/210117,128,128,128×128,2
NPC/Class_A/210117/Default,NPC/Class_A/210117,64,64,64×64,1
NPC/Class_A/210118/Default,NPC/Class_A/210118,2048,2048,2048×2048,5
NPC/Class_A/210118/Default,NPC/Class_A/210118,1024,1024,1024×1024,9
NPC/Class_A/210118/Default,NPC/Class_A/210118,512,512,512×512,11
NPC/Class_A/210118/Default,NPC/Class_A/210118,256,256,256×256,5
NPC/Class_A/210118/Default,NPC/Class_A/210118,128,128,128×128,1
NPC/Class_A/210118/Default,NPC/Class_A/210118,64,64,64×64,1
NPC/Class_A/210119/Default,NPC/Class_A/210119,2048,2048,2048×2048,3
NPC/Class_A/210119/Default,NPC/Class_A/210119,1024,1024,1024×1024,10
NPC/Class_A/210119/Default,NPC/Class_A/210119,512,512,512×512,13
NPC/Class_A/210119/Default,NPC/Class_A/210119,256,256,256×256,6
NPC/Class_A/210119/Default,NPC/Class_A/210119,128,128,128×128,2
NPC/Class_A/210119/Default,NPC/Class_A/210119,64,64,64×64,1
NPC/Class_A/210120/Default,NPC/Class_A/210120,2048,2048,2048×2048,3
NPC/Class_A/210120/Default,NPC/Class_A/210120,1024,1024,1024×1024,11
NPC/Class_A/210120/Default,NPC/Class_A/210120,512,512,512×512,13
NPC/Class_A/210120/Default,NPC/Class_A/210120,256,256,256×256,6
NPC/Class_A/210120/Default,NPC/Class_A/210120,128,128,128×128,2
NPC/Class_A/210120/Default,NPC/Class_A/210120,64,64,64×64,1
NPC/Class_A/210121/Default,NPC/Class_A/210121,2048,2048,2048×2048,3
NPC/Class_A/210121/Default,NPC/Class_A/210121,1024,1024,1024×1024,10
NPC/Class_A/210121/Default,NPC/Class_A/210121,512,512,512×512,9
NPC/Class_A/210121/Default,NPC/Class_A/210121,256,256,256×256,2
NPC/Class_A/210122/Default,NPC/Class_A/210122,2048,2048,2048×2048,3
NPC/Class_A/210122/Default,NPC/Class_A/210122,1024,1024,1024×1024,11
NPC/Class_A/210122/Default,NPC/Class_A/210122,512,512,512×512,10
NPC/Class_A/210122/Default,NPC/Class_A/210122,256,256,256×256,5
NPC/Class_A/210122/Default,NPC/Class_A/210122,128,128,128×128,1
NPC/Class_A/210122/Default,NPC/Class_A/210122,64,64,64×64,1
NPC/Class_A/210123/Default,NPC/Class_A/210123,2048,2048,2048×2048,3
NPC/Class_A/210123/Default,NPC/Class_A/210123,1024,1024,1024×1024,11
NPC/Class_A/210123/Default,NPC/Class_A/210123,512,512,512×512,10
NPC/Class_A/210123/Default,NPC/Class_A/210123,256,256,256×256,5
NPC/Class_A/210123/Default,NPC/Class_A/210123,128,128,128×128,1
NPC/Class_A/210123/Default,NPC/Class_A/210123,64,64,64×64,1
NPC/Class_A/210124/Default,NPC/Class_A/210124,2048,2048,2048×2048,3
NPC/Class_A/210124/Default,NPC/Class_A/210124,1024,1024,1024×1024,10
NPC/Class_A/210124/Default,NPC/Class_A/210124,512,512,512×512,10
NPC/Class_A/210124/Default,NPC/Class_A/210124,256,256,256×256,1
NPC/Class_A/210125/Default,NPC/Class_A/210125,2048,2048,2048×2048,3
NPC/Class_A/210125/Default,NPC/Class_A/210125,1024,1024,1024×1024,11
NPC/Class_A/210125/Default,NPC/Class_A/210125,512,512,512×512,12
NPC/Class_A/210125/Default,NPC/Class_A/210125,256,256,256×256,6
NPC/Class_A/210125/Default,NPC/Class_A/210125,128,128,128×128,2
NPC/Class_A/210125/Default,NPC/Class_A/210125,64,64,64×64,1
NPC/Class_A/210126/Default,NPC/Class_A/210126,2048,2048,2048×2048,5
NPC/Class_A/210126/Default,NPC/Class_A/210126,1024,1024,1024×1024,10
NPC/Class_A/210126/Default,NPC/Class_A/210126,512,512,512×512,11
NPC/Class_A/210126/Default,NPC/Class_A/210126,256,256,256×256,4
NPC/Class_A/210126/Default,NPC/Class_A/210126,128,128,128×128,2
NPC/Class_A/210126/Default,NPC/Class_A/210126,64,64,64×64,1
NPC/Class_A/210127/Default,NPC/Class_A/210127,2048,2048,2048×2048,5
NPC/Class_A/210127/Default,NPC/Class_A/210127,1024,1024,1024×1024,9
NPC/Class_A/210127/Default,NPC/Class_A/210127,512,512,512×512,12
NPC/Class_A/210127/Default,NPC/Class_A/210127,256,256,256×256,4
NPC/Class_A/210127/Default,NPC/Class_A/210127,128,128,128×128,2
NPC/Class_A/210127/Default,NPC/Class_A/210127,64,64,64×64,1
NPC/Class_A/210128/Default,NPC/Class_A/210128,2048,2048,2048×2048,3
NPC/Class_A/210128/Default,NPC/Class_A/210128,1024,1024,1024×1024,10
NPC/Class_A/210128/Default,NPC/Class_A/210128,512,512,512×512,11
NPC/Class_A/210128/Default,NPC/Class_A/210128,256,256,256×256,5
NPC/Class_A/210128/Default,NPC/Class_A/210128,128,128,128×128,1
NPC/Class_A/210128/Default,NPC/Class_A/210128,64,64,64×64,1
NPC/Class_A/210129/Default,NPC/Class_A/210129,2048,2048,2048×2048,3
NPC/Class_A/210129/Default,NPC/Class_A/210129,1024,1024,1024×1024,10
NPC/Class_A/210129/Default,NPC/Class_A/210129,512,512,512×512,9
NPC/Class_A/210129/Default,NPC/Class_A/210129,256,256,256×256,5
NPC/Class_A/210129/Default,NPC/Class_A/210129,128,128,128×128,1
NPC/Class_A/210129/Default,NPC/Class_A/210129,64,64,64×64,1
NPC/Class_A/210130/Default,NPC/Class_A/210130,2048,2048,2048×2048,3
NPC/Class_A/210130/Default,NPC/Class_A/210130,1024,1024,1024×1024,11
NPC/Class_A/210130/Default,NPC/Class_A/210130,512,512,512×512,8
NPC/Class_A/210130/Default,NPC/Class_A/210130,256,256,256×256,5
NPC/Class_A/210130/Default,NPC/Class_A/210130,128,128,128×128,1
NPC/Class_A/210130/Default,NPC/Class_A/210130,64,64,64×64,1
NPC/Class_A/210131/Default,NPC/Class_A/210131,2048,2048,2048×2048,3
NPC/Class_A/210131/Default,NPC/Class_A/210131,1024,1024,1024×1024,10
NPC/Class_A/210131/Default,NPC/Class_A/210131,512,512,512×512,11
NPC/Class_A/210131/Default,NPC/Class_A/210131,256,256,256×256,6
NPC/Class_A/210131/Default,NPC/Class_A/210131,128,128,128×128,2
NPC/Class_A/210131/Default,NPC/Class_A/210131,64,64,64×64,1
NPC/Class_A/210132/Default,NPC/Class_A/210132,2048,2048,2048×2048,5
NPC/Class_A/210132/Default,NPC/Class_A/210132,1024,1024,1024×1024,9
NPC/Class_A/210132/Default,NPC/Class_A/210132,512,512,512×512,12
NPC/Class_A/210132/Default,NPC/Class_A/210132,256,256,256×256,4
NPC/Class_A/210132/Default,NPC/Class_A/210132,128,128,128×128,2
NPC/Class_A/210132/Default,NPC/Class_A/210132,64,64,64×64,1
NPC/Class_A/210133/Default,NPC/Class_A/210133,2048,2048,2048×2048,5
NPC/Class_A/210133/Default,NPC/Class_A/210133,1024,1024,1024×1024,5
NPC/Class_A/210133/Default,NPC/Class_A/210133,512,512,512×512,7
NPC/Class_A/210133/Default,NPC/Class_A/210133,256,256,256×256,2
NPC/Class_A/210134/Default,NPC/Class_A/210134,2048,2048,2048×2048,3
NPC/Class_A/210134/Default,NPC/Class_A/210134,1024,1024,1024×1024,6
NPC/Class_A/210134/Default,NPC/Class_A/210134,512,512,512×512,4
NPC/Class_A/210135/Default,NPC/Class_A/210135,2048,2048,2048×2048,4
NPC/Class_A/210135/Default,NPC/Class_A/210135,1024,1024,1024×1024,4
NPC/Class_A/210135/Default,NPC/Class_A/210135,128,128,128×128,1
NPC/Class_A/210136/Default,NPC/Class_A/210136,2048,2048,2048×2048,6
NPC/Class_A/210136/Default,NPC/Class_A/210136,1024,1024,1024×1024,4
NPC/Class_A/210136/Default,NPC/Class_A/210136,512,512,512×512,3
NPC/Class_A/210136/Default,NPC/Class_A/210136,256,256,256×256,2
NPC/Class_A/210136/Default,NPC/Class_A/210136,1,1,1×1,1
NPC/Class_A/210137/Default,NPC/Class_A/210137,2048,2048,2048×2048,3
NPC/Class_A/210137/Default,NPC/Class_A/210137,1024,1024,1024×1024,10
NPC/Class_A/210137/Default,NPC/Class_A/210137,512,512,512×512,13
NPC/Class_A/210137/Default,NPC/Class_A/210137,256,256,256×256,6
NPC/Class_A/210137/Default,NPC/Class_A/210137,128,128,128×128,2
NPC/Class_A/210137/Default,NPC/Class_A/210137,64,64,64×64,1
NPC/Class_A/210140/Default,NPC/Class_A/210140,2048,2048,2048×2048,3
NPC/Class_A/210140/Default,NPC/Class_A/210140,1024,1024,1024×1024,10
NPC/Class_A/210140/Default,NPC/Class_A/210140,512,512,512×512,11
NPC/Class_A/210140/Default,NPC/Class_A/210140,256,256,256×256,5
NPC/Class_A/210140/Default,NPC/Class_A/210140,128,128,128×128,1
NPC/Class_A/210140/Default,NPC/Class_A/210140,64,64,64×64,1
NPC/Class_A/210141/Default,NPC/Class_A/210141,2048,2048,2048×2048,3
NPC/Class_A/210141/Default,NPC/Class_A/210141,1024,1024,1024×1024,12
NPC/Class_A/210141/Default,NPC/Class_A/210141,512,512,512×512,10
NPC/Class_A/210141/Default,NPC/Class_A/210141,256,256,256×256,6
NPC/Class_A/210141/Default,NPC/Class_A/210141,128,128,128×128,1
NPC/Class_A/210141/Default,NPC/Class_A/210141,64,64,64×64,1
NPC/Class_A/210142/Default,NPC/Class_A/210142,2048,2048,2048×2048,3
NPC/Class_A/210142/Default,NPC/Class_A/210142,1024,1024,1024×1024,8
NPC/Class_A/210142/Default,NPC/Class_A/210142,512,512,512×512,7
NPC/Class_A/210142/Default,NPC/Class_A/210142,1,1,1×1,1
NPC/Class_A/210144/Default,NPC/Class_A/210144,2048,2048,2048×2048,3
NPC/Class_A/210144/Default,NPC/Class_A/210144,1024,1024,1024×1024,10
NPC/Class_A/210144/Default,NPC/Class_A/210144,512,512,512×512,11
NPC/Class_A/210144/Default,NPC/Class_A/210144,256,256,256×256,5
NPC/Class_A/210144/Default,NPC/Class_A/210144,128,128,128×128,1
NPC/Class_A/210144/Default,NPC/Class_A/210144,64,64,64×64,1
NPC/Class_A/210145/Default,NPC/Class_A/210145,2048,2048,2048×2048,3
NPC/Class_A/210145/Default,NPC/Class_A/210145,1024,1024,1024×1024,11
NPC/Class_A/210145/Default,NPC/Class_A/210145,512,512,512×512,12
NPC/Class_A/210145/Default,NPC/Class_A/210145,256,256,256×256,6
NPC/Class_A/210145/Default,NPC/Class_A/210145,128,128,128×128,2
NPC/Class_A/210145/Default,NPC/Class_A/210145,64,64,64×64,1
NPC/Class_A/210146/Default,NPC/Class_A/210146,2048,2048,2048×2048,3
NPC/Class_A/210146/Default,NPC/Class_A/210146,1024,1024,1024×1024,10
NPC/Class_A/210146/Default,NPC/Class_A/210146,512,512,512×512,11
NPC/Class_A/210146/Default,NPC/Class_A/210146,256,256,256×256,5
NPC/Class_A/210146/Default,NPC/Class_A/210146,128,128,128×128,1
NPC/Class_A/210146/Default,NPC/Class_A/210146,64,64,64×64,1
NPC/Class_A/210147/Default,NPC/Class_A/210147,2048,2048,2048×2048,3
NPC/Class_A/210147/Default,NPC/Class_A/210147,1024,1024,1024×1024,11
NPC/Class_A/210147/Default,NPC/Class_A/210147,512,512,512×512,12
NPC/Class_A/210147/Default,NPC/Class_A/210147,256,256,256×256,6
NPC/Class_A/210147/Default,NPC/Class_A/210147,128,128,128×128,2
NPC/Class_A/210147/Default,NPC/Class_A/210147,64,64,64×64,1
NPC/Class_A/210148/Default,NPC/Class_A/210148,2048,2048,2048×2048,3
NPC/Class_A/210148/Default,NPC/Class_A/210148,1024,1024,1024×1024,10
NPC/Class_A/210148/Default,NPC/Class_A/210148,512,512,512×512,13
NPC/Class_A/210148/Default,NPC/Class_A/210148,256,256,256×256,6
NPC/Class_A/210148/Default,NPC/Class_A/210148,128,128,128×128,2
NPC/Class_A/210148/Default,NPC/Class_A/210148,64,64,64×64,1
NPC/Class_A/210149/Default,NPC/Class_A/210149,2048,2048,2048×2048,3
NPC/Class_A/210149/Default,NPC/Class_A/210149,1024,1024,1024×1024,12
NPC/Class_A/210149/Default,NPC/Class_A/210149,512,512,512×512,12
NPC/Class_A/210149/Default,NPC/Class_A/210149,256,256,256×256,5
NPC/Class_A/210149/Default,NPC/Class_A/210149,128,128,128×128,2
NPC/Class_A/210149/Default,NPC/Class_A/210149,64,64,64×64,1
NPC/Class_A/210150/Default,NPC/Class_A/210150,2048,2048,2048×2048,3
NPC/Class_A/210150/Default,NPC/Class_A/210150,1024,1024,1024×1024,10
NPC/Class_A/210150/Default,NPC/Class_A/210150,512,512,512×512,13
NPC/Class_A/210150/Default,NPC/Class_A/210150,256,256,256×256,9
NPC/Class_A/210150/Default,NPC/Class_A/210150,128,128,128×128,2
NPC/Class_A/210150/Default,NPC/Class_A/210150,64,64,64×64,1
NPC/Class_A/210151/Default,NPC/Class_A/210151,2048,2048,2048×2048,5
NPC/Class_A/210151/Default,NPC/Class_A/210151,1024,1024,1024×1024,8
NPC/Class_A/210151/Default,NPC/Class_A/210151,512,512,512×512,9
NPC/Class_A/210151/Default,NPC/Class_A/210151,256,256,256×256,3
NPC/Class_A/210151/Default,NPC/Class_A/210151,128,128,128×128,1
NPC/Class_A/210151/Default,NPC/Class_A/210151,64,64,64×64,1
NPC/Class_A/210152/Default,NPC/Class_A/210152,2048,2048,2048×2048,7
NPC/Class_A/210152/Default,NPC/Class_A/210152,1024,1024,1024×1024,11
NPC/Class_A/210152/Default,NPC/Class_A/210152,512,512,512×512,8
NPC/Class_A/210152/Default,NPC/Class_A/210152,256,256,256×256,3
NPC/Class_A/210152/Default,NPC/Class_A/210152,128,128,128×128,1
NPC/Class_A/210152/Default,NPC/Class_A/210152,64,64,64×64,1
NPC/Class_A/210153/Default,NPC/Class_A/210153,2048,2048,2048×2048,6
NPC/Class_A/210153/Default,NPC/Class_A/210153,1024,1024,1024×1024,7
NPC/Class_A/210153/Default,NPC/Class_A/210153,512,512,512×512,7
NPC/Class_A/210153/Default,NPC/Class_A/210153,256,256,256×256,3
NPC/Class_A/210153/Default,NPC/Class_A/210153,128,128,128×128,2
NPC/Class_A/210153/Default,NPC/Class_A/210153,64,64,64×64,1
NPC/Class_A/210154/Default,NPC/Class_A/210154,2048,2048,2048×2048,3
NPC/Class_A/210154/Default,NPC/Class_A/210154,1024,1024,1024×1024,10
NPC/Class_A/210154/Default,NPC/Class_A/210154,512,512,512×512,13
NPC/Class_A/210154/Default,NPC/Class_A/210154,256,256,256×256,6
NPC/Class_A/210154/Default,NPC/Class_A/210154,128,128,128×128,2
NPC/Class_A/210154/Default,NPC/Class_A/210154,64,64,64×64,1
NPC/Class_A/210155/Default,NPC/Class_A/210155,2048,2048,2048×2048,3
NPC/Class_A/210155/Default,NPC/Class_A/210155,1024,1024,1024×1024,11
NPC/Class_A/210155/Default,NPC/Class_A/210155,512,512,512×512,12
NPC/Class_A/210155/Default,NPC/Class_A/210155,256,256,256×256,6
NPC/Class_A/210155/Default,NPC/Class_A/210155,128,128,128×128,2
NPC/Class_A/210155/Default,NPC/Class_A/210155,64,64,64×64,1
NPC/Class_A/210156/Default,NPC/Class_A/210156,2048,2048,2048×2048,3
NPC/Class_A/210156/Default,NPC/Class_A/210156,1024,1024,1024×1024,11
NPC/Class_A/210156/Default,NPC/Class_A/210156,512,512,512×512,10
NPC/Class_A/210156/Default,NPC/Class_A/210156,256,256,256×256,5
NPC/Class_A/210156/Default,NPC/Class_A/210156,128,128,128×128,1
NPC/Class_A/210156/Default,NPC/Class_A/210156,64,64,64×64,1
NPC/Class_A/210157/Default,NPC/Class_A/210157,2048,2048,2048×2048,3
NPC/Class_A/210157/Default,NPC/Class_A/210157,1024,1024,1024×1024,11
NPC/Class_A/210157/Default,NPC/Class_A/210157,512,512,512×512,10
NPC/Class_A/210157/Default,NPC/Class_A/210157,256,256,256×256,5
NPC/Class_A/210157/Default,NPC/Class_A/210157,128,128,128×128,1
NPC/Class_A/210157/Default,NPC/Class_A/210157,64,64,64×64,1
NPC/Class_A/210158/Default,NPC/Class_A/210158,2048,2048,2048×2048,6
NPC/Class_A/210158/Default,NPC/Class_A/210158,1024,1024,1024×1024,8
NPC/Class_A/210158/Default,NPC/Class_A/210158,512,512,512×512,7
NPC/Class_A/210158/Default,NPC/Class_A/210158,256,256,256×256,3
NPC/Class_A/210158/Default,NPC/Class_A/210158,128,128,128×128,2
NPC/Class_A/210158/Default,NPC/Class_A/210158,64,64,64×64,1
NPC/Class_A/210159/Default,NPC/Class_A/210159,2048,2048,2048×2048,6
NPC/Class_A/210159/Default,NPC/Class_A/210159,1024,1024,1024×1024,8
NPC/Class_A/210159/Default,NPC/Class_A/210159,512,512,512×512,7
NPC/Class_A/210159/Default,NPC/Class_A/210159,256,256,256×256,3
NPC/Class_A/210159/Default,NPC/Class_A/210159,128,128,128×128,2
NPC/Class_A/210159/Default,NPC/Class_A/210159,64,64,64×64,1
NPC/Class_A/210161/Default,NPC/Class_A/210161,2048,2048,2048×2048,6
NPC/Class_A/210161/Default,NPC/Class_A/210161,1024,1024,1024×1024,10
NPC/Class_A/210161/Default,NPC/Class_A/210161,512,512,512×512,9
NPC/Class_A/210161/Default,NPC/Class_A/210161,256,256,256×256,5
NPC/Class_A/210161/Default,NPC/Class_A/210161,128,128,128×128,1
NPC/Class_A/210161/Default,NPC/Class_A/210161,64,64,64×64,1
NPC/Class_A/210162/Default,NPC/Class_A/210162,2048,2048,2048×2048,6
NPC/Class_A/210162/Default,NPC/Class_A/210162,1024,1024,1024×1024,10
NPC/Class_A/210162/Default,NPC/Class_A/210162,512,512,512×512,9
NPC/Class_A/210162/Default,NPC/Class_A/210162,256,256,256×256,5
NPC/Class_A/210162/Default,NPC/Class_A/210162,128,128,128×128,1
NPC/Class_A/210162/Default,NPC/Class_A/210162,64,64,64×64,1
NPC/Class_A/210163/Default,NPC/Class_A/210163,2048,2048,2048×2048,3
NPC/Class_A/210163/Default,NPC/Class_A/210163,1024,1024,1024×1024,11
NPC/Class_A/210163/Default,NPC/Class_A/210163,512,512,512×512,11
NPC/Class_A/210163/Default,NPC/Class_A/210163,256,256,256×256,6
NPC/Class_A/210163/Default,NPC/Class_A/210163,128,128,128×128,1
NPC/Class_A/210163/Default,NPC/Class_A/210163,64,64,64×64,1
NPC/Class_A/210164/Default,NPC/Class_A/210164,2048,2048,2048×2048,3
NPC/Class_A/210164/Default,NPC/Class_A/210164,1024,1024,1024×1024,9
NPC/Class_A/210164/Default,NPC/Class_A/210164,512,512,512×512,10
NPC/Class_A/210164/Default,NPC/Class_A/210164,256,256,256×256,6
NPC/Class_A/210164/Default,NPC/Class_A/210164,128,128,128×128,1
NPC/Class_A/210164/Default,NPC/Class_A/210164,64,64,64×64,1
NPC/Class_A/210165/Default,NPC/Class_A/210165,2048,2048,2048×2048,3
NPC/Class_A/210165/Default,NPC/Class_A/210165,1024,1024,1024×1024,10
NPC/Class_A/210165/Default,NPC/Class_A/210165,512,512,512×512,11
NPC/Class_A/210165/Default,NPC/Class_A/210165,256,256,256×256,5
NPC/Class_A/210165/Default,NPC/Class_A/210165,128,128,128×128,1
NPC/Class_A/210165/Default,NPC/Class_A/210165,64,64,64×64,1
NPC/Class_A/210166/Default,NPC/Class_A/210166,2048,2048,2048×2048,5
NPC/Class_A/210166/Default,NPC/Class_A/210166,1024,1024,1024×1024,8
NPC/Class_A/210166/Default,NPC/Class_A/210166,512,512,512×512,8
NPC/Class_A/210166/Default,NPC/Class_A/210166,256,256,256×256,3
NPC/Class_A/210166/Default,NPC/Class_A/210166,128,128,128×128,1
NPC/Class_A/210166/Default,NPC/Class_A/210166,64,64,64×64,1
NPC/Class_A/210167/Default,NPC/Class_A/210167,2048,2048,2048×2048,5
NPC/Class_A/210167/Default,NPC/Class_A/210167,1024,1024,1024×1024,8
NPC/Class_A/210167/Default,NPC/Class_A/210167,512,512,512×512,9
NPC/Class_A/210167/Default,NPC/Class_A/210167,256,256,256×256,3
NPC/Class_A/210167/Default,NPC/Class_A/210167,128,128,128×128,1
NPC/Class_A/210167/Default,NPC/Class_A/210167,64,64,64×64,1
NPC/Class_A/210168/Default,NPC/Class_A/210168,2048,2048,2048×2048,5
NPC/Class_A/210168/Default,NPC/Class_A/210168,1024,1024,1024×1024,7
NPC/Class_A/210168/Default,NPC/Class_A/210168,512,512,512×512,10
NPC/Class_A/210168/Default,NPC/Class_A/210168,256,256,256×256,3
NPC/Class_A/210168/Default,NPC/Class_A/210168,128,128,128×128,1
NPC/Class_A/210168/Default,NPC/Class_A/210168,64,64,64×64,1
NPC/Class_A/210169/Default,NPC/Class_A/210169,2048,2048,2048×2048,5
NPC/Class_A/210169/Default,NPC/Class_A/210169,1024,1024,1024×1024,11
NPC/Class_A/210169/Default,NPC/Class_A/210169,512,512,512×512,10
NPC/Class_A/210169/Default,NPC/Class_A/210169,256,256,256×256,6
NPC/Class_A/210169/Default,NPC/Class_A/210169,128,128,128×128,1
NPC/Class_A/210169/Default,NPC/Class_A/210169,64,64,64×64,1
NPC/Class_A/210170/Default,NPC/Class_A/210170,2048,2048,2048×2048,5
NPC/Class_A/210170/Default,NPC/Class_A/210170,1024,1024,1024×1024,8
NPC/Class_A/210170/Default,NPC/Class_A/210170,512,512,512×512,11
NPC/Class_A/210170/Default,NPC/Class_A/210170,256,256,256×256,5
NPC/Class_A/210170/Default,NPC/Class_A/210170,128,128,128×128,2
NPC/Class_A/210170/Default,NPC/Class_A/210170,64,64,64×64,1
NPC/Class_A/210171/Default,NPC/Class_A/210171,2048,2048,2048×2048,5
NPC/Class_A/210171/Default,NPC/Class_A/210171,1024,1024,1024×1024,10
NPC/Class_A/210171/Default,NPC/Class_A/210171,512,512,512×512,10
NPC/Class_A/210171/Default,NPC/Class_A/210171,256,256,256×256,6
NPC/Class_A/210171/Default,NPC/Class_A/210171,128,128,128×128,1
NPC/Class_A/210171/Default,NPC/Class_A/210171,64,64,64×64,1
NPC/Class_A/210172/Default,NPC/Class_A/210172,2048,2048,2048×2048,3
NPC/Class_A/210172/Default,NPC/Class_A/210172,1024,1024,1024×1024,8
NPC/Class_A/210172/Default,NPC/Class_A/210172,512,512,512×512,10
NPC/Class_A/210172/Default,NPC/Class_A/210172,256,256,256×256,4
NPC/Class_A/210172/Default,NPC/Class_A/210172,128,128,128×128,1
NPC/Class_A/210172/Default,NPC/Class_A/210172,64,64,64×64,1
NPC/Class_A/210173/Default,NPC/Class_A/210173,2048,2048,2048×2048,5
NPC/Class_A/210173/Default,NPC/Class_A/210173,1024,1024,1024×1024,8
NPC/Class_A/210173/Default,NPC/Class_A/210173,512,512,512×512,9
NPC/Class_A/210173/Default,NPC/Class_A/210173,256,256,256×256,4
NPC/Class_A/210173/Default,NPC/Class_A/210173,128,128,128×128,1
NPC/Class_A/210173/Default,NPC/Class_A/210173,64,64,64×64,1
NPC/Class_A/210174/Default,NPC/Class_A/210174,2048,2048,2048×2048,5
NPC/Class_A/210174/Default,NPC/Class_A/210174,1024,1024,1024×1024,8
NPC/Class_A/210174/Default,NPC/Class_A/210174,512,512,512×512,8
NPC/Class_A/210174/Default,NPC/Class_A/210174,256,256,256×256,3
NPC/Class_A/210174/Default,NPC/Class_A/210174,128,128,128×128,1
NPC/Class_A/210174/Default,NPC/Class_A/210174,64,64,64×64,1
NPC/Class_A/210175/Default,NPC/Class_A/210175,2048,2048,2048×2048,5
NPC/Class_A/210175/Default,NPC/Class_A/210175,1024,1024,1024×1024,7
NPC/Class_A/210175/Default,NPC/Class_A/210175,512,512,512×512,7
NPC/Class_A/210176/Default,NPC/Class_A/210176,2048,2048,2048×2048,4
NPC/Class_A/210176/Default,NPC/Class_A/210176,1024,1024,1024×1024,5
NPC/Class_A/210176/Default,NPC/Class_A/210176,512,512,512×512,4
NPC/Class_A/210177/Default,NPC/Class_A/210177,2048,2048,2048×2048,5
NPC/Class_A/210177/Default,NPC/Class_A/210177,1024,1024,1024×1024,7
NPC/Class_A/210177/Default,NPC/Class_A/210177,512,512,512×512,10
NPC/Class_A/210177/Default,NPC/Class_A/210177,256,256,256×256,3
NPC/Class_A/210177/Default,NPC/Class_A/210177,128,128,128×128,1
NPC/Class_A/210177/Default,NPC/Class_A/210177,64,64,64×64,1
NPC/Class_A/210178/Default,NPC/Class_A/210178,2048,2048,2048×2048,5
NPC/Class_A/210178/Default,NPC/Class_A/210178,1024,1024,1024×1024,8
NPC/Class_A/210178/Default,NPC/Class_A/210178,512,512,512×512,9
NPC/Class_A/210178/Default,NPC/Class_A/210178,256,256,256×256,3
NPC/Class_A/210178/Default,NPC/Class_A/210178,128,128,128×128,1
NPC/Class_A/210178/Default,NPC/Class_A/210178,64,64,64×64,1
NPC/Class_A/210179/Default,NPC/Class_A/210179,2048,2048,2048×2048,5
NPC/Class_A/210179/Default,NPC/Class_A/210179,1024,1024,1024×1024,8
NPC/Class_A/210179/Default,NPC/Class_A/210179,512,512,512×512,9
NPC/Class_A/210179/Default,NPC/Class_A/210179,256,256,256×256,3
NPC/Class_A/210179/Default,NPC/Class_A/210179,128,128,128×128,1
NPC/Class_A/210179/Default,NPC/Class_A/210179,64,64,64×64,1
NPC/Class_A/210180/Default,NPC/Class_A/210180,2048,2048,2048×2048,5
NPC/Class_A/210180/Default,NPC/Class_A/210180,1024,1024,1024×1024,7
NPC/Class_A/210180/Default,NPC/Class_A/210180,512,512,512×512,10
NPC/Class_A/210180/Default,NPC/Class_A/210180,256,256,256×256,3
