mesh_path,mesh_name,mesh_class,exclusion_reason
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/ViolaHotelInterior/Meshes/PD_ViolaHotelInterior_Wall_200X11X436.PD_ViolaHotelInterior_Wall_200X11X436,PD_ViolaHotelInterior_Wall_200X11X436,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/ViolaHotelInterior/Meshes/PD_ViolaHotelInterior_Wall_200X11X436_Door.PD_ViolaHotelInterior_Wall_200X11X436_Door,PD_ViolaHotelInterior_Wall_200X11X436_Door,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/ViolaHotelInterior/Meshes/PD_ViolaHotelInterior_Wall_200X11X436_Window.PD_ViolaHotelInterior_Wall_200X11X436_Window,PD_ViolaHotelInterior_Wall_200X11X436_Window,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/ViolaHotelInterior/Meshes/PD_ViolaHotelInterior_Wall_400X11X436.PD_ViolaHotelInterior_Wall_400X11X436,PD_ViolaHotelInterior_Wall_400X11X436,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/ViolaHotelInterior/Meshes/PD_ViolaHotelInterior_Window_Curtain_Close.PD_ViolaHotelInterior_Window_Curtain_Close,PD_ViolaHotelInterior_Window_Curtain_Close,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/ViolaHotelInterior/Meshes/PD_ViolaHotelInterior_Window_Curtain_Open.PD_ViolaHotelInterior_Window_Curtain_Open,PD_ViolaHotelInterior_Window_Curtain_Open,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Constellation/SM_PH_CharShow_Constellation_02.SM_PH_CharShow_Constellation_02,SM_PH_CharShow_Constellation_02,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Constellation/SM_PH_CharShow_Constellation_03.SM_PH_CharShow_Constellation_03,SM_PH_CharShow_Constellation_03,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Constellation/SM_PH_CharShow_Constellation_04.SM_PH_CharShow_Constellation_04,SM_PH_CharShow_Constellation_04,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/GangsterTerritory/PH_Gangster_Box_01.PH_Gangster_Box_01,PH_Gangster_Box_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/GangsterTerritory/PH_Gangster_BoxCloth_01.PH_Gangster_BoxCloth_01,PH_Gangster_BoxCloth_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/GangsterTerritory/PH_Gangster_Bucket_02.PH_Gangster_Bucket_02,PH_Gangster_Bucket_02,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/GangsterTerritory/PH_Gangster_Cage_01.PH_Gangster_Cage_01,PH_Gangster_Cage_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/GangsterTerritory/PH_Gangster_Chain_01.PH_Gangster_Chain_01,PH_Gangster_Chain_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/GangsterTerritory/PH_Gangster_Chain_04.PH_Gangster_Chain_04,PH_Gangster_Chain_04,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/GangsterTerritory/PH_Gangster_MetalSteady_01.PH_Gangster_MetalSteady_01,PH_Gangster_MetalSteady_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/GulliverStreet/PH_PD_BLDN_ArtStreet_Decal_01B.PH_PD_BLDN_ArtStreet_Decal_01B,PH_PD_BLDN_ArtStreet_Decal_01B,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/GulliverStreet/PH_PD_BLDN_ArtStreet_Decal_01D.PH_PD_BLDN_ArtStreet_Decal_01D,PH_PD_BLDN_ArtStreet_Decal_01D,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/GulliverStreet/PH_PD_BLDN_CarpetClips_01.PH_PD_BLDN_CarpetClips_01,PH_PD_BLDN_CarpetClips_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/HarnessStreet/PH_HarnessStreet_Boots_01.PH_HarnessStreet_Boots_01,PH_HarnessStreet_Boots_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/HarnessStreet/PH_HarnessStreet_Frame_01.PH_HarnessStreet_Frame_01,PH_HarnessStreet_Frame_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/HarnessStreet/PH_HarnessStreet_Stable_01.PH_HarnessStreet_Stable_01,PH_HarnessStreet_Stable_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/JoyceHome/PH_JoyceHome_Bag.PH_JoyceHome_Bag,PH_JoyceHome_Bag,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/JoyceHome/PH_JoyceHome_Bed.PH_JoyceHome_Bed,PH_JoyceHome_Bed,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/JoyceHome/PH_JoyceHome_Crayon_01.PH_JoyceHome_Crayon_01,PH_JoyceHome_Crayon_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/JoyceHome/PH_JoyceHome_Crayon_02.PH_JoyceHome_Crayon_02,PH_JoyceHome_Crayon_02,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/JoyceHome/PH_JoyceHome_CrayonBox.PH_JoyceHome_CrayonBox,PH_JoyceHome_CrayonBox,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/JoyceHome/PH_JoyceHome_Curtain_01.PH_JoyceHome_Curtain_01,PH_JoyceHome_Curtain_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/JoyceHome/PH_JoyceHome_Curtain_02.PH_JoyceHome_Curtain_02,PH_JoyceHome_Curtain_02,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/JoyceHome/PH_JoyceHome_Curtain_03.PH_JoyceHome_Curtain_03,PH_JoyceHome_Curtain_03,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/JoyceHome/PH_JoyceHome_Fireplace.PH_JoyceHome_Fireplace,PH_JoyceHome_Fireplace,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/JoyceHome/PH_JoyceHome_Liquid_01.PH_JoyceHome_Liquid_01,PH_JoyceHome_Liquid_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/JoyceHome/PH_JoyceHome_Pendant.PH_JoyceHome_Pendant,PH_JoyceHome_Pendant,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/JoyceHome/PH_JoyceHome_Toy_01.PH_JoyceHome_Toy_01,PH_JoyceHome_Toy_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/JoyceHome/PH_JoyceHome_Toy_02.PH_JoyceHome_Toy_02,PH_JoyceHome_Toy_02,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/JoyceHome/PH_JoyceHome_Toy_03.PH_JoyceHome_Toy_03,PH_JoyceHome_Toy_03,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/JoyceHome/PH_JoyceHome_Toy_04.PH_JoyceHome_Toy_04,PH_JoyceHome_Toy_04,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/JoyceHome/PH_JoyceHome_Toy_05.PH_JoyceHome_Toy_05,PH_JoyceHome_Toy_05,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/Meshes/PH_Cloth_04.PH_Cloth_04,PH_Cloth_04,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/Meshes/PH_Cloth_05.PH_Cloth_05,PH_Cloth_05,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/Meshes/PH_CommABuilding_Arch_01.PH_CommABuilding_Arch_01,PH_CommABuilding_Arch_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/Meshes/PH_Door_03.PH_Door_03,PH_Door_03,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/Meshes/PH_easel_01.PH_easel_01,PH_easel_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/Meshes/PH_Flagpole_01.PH_Flagpole_01,PH_Flagpole_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/Meshes/PH_Foundation_01.PH_Foundation_01,PH_Foundation_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/Meshes/PH_Gen_BLDN_Indoor_Wall_B_Merge_Stone_light.PH_Gen_BLDN_Indoor_Wall_B_Merge_Stone_light,PH_Gen_BLDN_Indoor_Wall_B_Merge_Stone_light,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/Meshes/PH_Huohuade_Bed_01.PH_Huohuade_Bed_01,PH_Huohuade_Bed_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/Meshes/PH_Huohuade_CoatRack_01.PH_Huohuade_CoatRack_01,PH_Huohuade_CoatRack_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/Meshes/PH_MetalAwning_03.PH_MetalAwning_03,PH_MetalAwning_03,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/Meshes/PH_MetalFence_03.PH_MetalFence_03,PH_MetalFence_03,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/Meshes/PH_Obstacle_05.PH_Obstacle_05,PH_Obstacle_05,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/Meshes/PH_PoliceOffice_Door_A.PH_PoliceOffice_Door_A,PH_PoliceOffice_Door_A,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/Meshes/PH_Sealthewindow_01.PH_Sealthewindow_01,PH_Sealthewindow_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/MetalPlatform/PH_MetalPlatform_pillar_01.PH_MetalPlatform_pillar_01,PH_MetalPlatform_pillar_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/MetalPlatform/PH_MetalPlatform_platform_02.PH_MetalPlatform_platform_02,PH_MetalPlatform_platform_02,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/MetalPlatform/PH_MetalPlatform_rail_02.PH_MetalPlatform_rail_02,PH_MetalPlatform_rail_02,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/MetalPlatform/PH_MetalPlatform_rail_03.PH_MetalPlatform_rail_03,PH_MetalPlatform_rail_03,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/MetalPlatform/PH_MetalPlatform_rail_04.PH_MetalPlatform_rail_04,PH_MetalPlatform_rail_04,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/MetalPlatform/PH_MetalPlatform_stairs_02.PH_MetalPlatform_stairs_02,PH_MetalPlatform_stairs_02,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/RingTower/PH_Carpet_01.PH_Carpet_01,PH_Carpet_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/RingTower/PH_Decorativelight_01.PH_Decorativelight_01,PH_Decorativelight_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/RingTower/PH_Grocerystore_01.PH_Grocerystore_01,PH_Grocerystore_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/RingTower/PH_Grocerystore_02.PH_Grocerystore_02,PH_Grocerystore_02,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/RingTower/PH_Grocerystore_03.PH_Grocerystore_03,PH_Grocerystore_03,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/RingTower/PH_Grocerystore_04.PH_Grocerystore_04,PH_Grocerystore_04,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/RingTower/PH_Grocerystore_05.PH_Grocerystore_05,PH_Grocerystore_05,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/RingTower/PH_Jellyfishlamp_01.PH_Jellyfishlamp_01,PH_Jellyfishlamp_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/RingTower/PH_Jellyfishlamp_02.PH_Jellyfishlamp_02,PH_Jellyfishlamp_02,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/RingTower/PH_Reactionkettle_01.PH_Reactionkettle_01,PH_Reactionkettle_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/RingTower/PH_Reactionkettle_02.PH_Reactionkettle_02,PH_Reactionkettle_02,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/RingTower/PH_Reactionkettle_03.PH_Reactionkettle_03,PH_Reactionkettle_03,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/RingTower/PH_Ribbon_01.PH_Ribbon_01,PH_Ribbon_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/RingTower/PH_Ribbon_02.PH_Ribbon_02,PH_Ribbon_02,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/RingTower/PH_Sacrificiaaltar_01.PH_Sacrificiaaltar_01,PH_Sacrificiaaltar_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/RingTower/PH_ShopComponent_01.PH_ShopComponent_01,PH_ShopComponent_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/RingTower/PH_ShopComponent_02.PH_ShopComponent_02,PH_ShopComponent_02,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/RingTower/PH_ShopComponent_03.PH_ShopComponent_03,PH_ShopComponent_03,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/RingTower/PH_ShopComponent_04.PH_ShopComponent_04,PH_ShopComponent_04,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/RingTower/PH_ShopComponent_05.PH_ShopComponent_05,PH_ShopComponent_05,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/RingTower/PH_ShopComponent_06.PH_ShopComponent_06,PH_ShopComponent_06,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/RingTower/PH_Snowflake_01.PH_Snowflake_01,PH_Snowflake_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/RingTower/PH_Snowman_01.PH_Snowman_01,PH_Snowman_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/RingTower/PH_Vase_01.PH_Vase_01,PH_Vase_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/RingTower/PH_Wreath_01.PH_Wreath_01,PH_Wreath_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/StreetProps/PH_CornerClock_Base_01.PH_CornerClock_Base_01,PH_CornerClock_Base_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/StreetProps/PH_GroceryKiosk_Billboard_01.PH_GroceryKiosk_Billboard_01,PH_GroceryKiosk_Billboard_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/Train/PH_Dambody.PH_Dambody,PH_Dambody,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/Train/PH_Road_1500X400X20.PH_Road_1500X400X20,PH_Road_1500X400X20,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/Train/PH_Road_500X400X20.PH_Road_500X400X20,PH_Road_500X400X20,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Prop/Train/PH_tunnel_01.PH_tunnel_01,PH_tunnel_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Road/Meshes/BG_Diban_010.BG_Diban_010,BG_Diban_010,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Road/Meshes/PH_Floor_02.PH_Floor_02,PH_Floor_02,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Road/Meshes/PH_Floor_03.PH_Floor_03,PH_Floor_03,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Road/Meshes/SM_Diban_YC.SM_Diban_YC,SM_Diban_YC,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Road/Meshes/SM_MP_Water_02.SM_MP_Water_02,SM_MP_Water_02,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Road/Meshes/SM_Water_YC.SM_Water_YC,SM_Water_YC,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/WhiteBox/Airship/Banquet_Hall/Meshes/WB_BanquetHall_A_Glass_01.WB_BanquetHall_A_Glass_01,WB_BanquetHall_A_Glass_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/WhiteBox/Airship/Banquet_Hall/Meshes/WB_BanquetHall_A_Relief_02.WB_BanquetHall_A_Relief_02,WB_BanquetHall_A_Relief_02,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/WhiteBox/Airship/Banquet_Hall/Meshes/WB_BanquetHall_C_Effects_01.WB_BanquetHall_C_Effects_01,WB_BanquetHall_C_Effects_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/WhiteBox/Airship/Lobby/Meshes/WB_Lobby_Door_02.WB_Lobby_Door_02,WB_Lobby_Door_02,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/WhiteBox/GenericAsset/Building/Shop/Gen_BLDN_Shop_MissWoodsTailoring/Meshes/WB_Gen_BLDN_Shop_MissWoodsTailoring_A_Pillar_Stone_01.WB_Gen_BLDN_Shop_MissWoodsTailoring_A_Pillar_Stone_01,WB_Gen_BLDN_Shop_MissWoodsTailoring_A_Pillar_Stone_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/WhiteBox/GenericAsset/Building/Shop/Gen_BLDN_Shop_MissWoodsTailoring/Meshes/WB_Gen_BLDN_Shop_MissWoodsTailoring_A_Wall_Wood_01.WB_Gen_BLDN_Shop_MissWoodsTailoring_A_Wall_Wood_01,WB_Gen_BLDN_Shop_MissWoodsTailoring_A_Wall_Wood_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/WhiteBox/GenericAsset/Building/Shop/Gen_BLDN_Shop_TreeShadeCafe/Meshes/WB_Gen_BLDN_Shop_TreeShadeCafe_A_Pillar_Wood_01.WB_Gen_BLDN_Shop_TreeShadeCafe_A_Pillar_Wood_01,WB_Gen_BLDN_Shop_TreeShadeCafe_A_Pillar_Wood_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/WhiteBox/GenericAsset/Building/Shop/Gen_BLDN_Shop_TreeShadeCafe/Meshes/WB_Gen_BLDN_Shop_TreeShadeCafe_A_Pillar_Wood_02.WB_Gen_BLDN_Shop_TreeShadeCafe_A_Pillar_Wood_02,WB_Gen_BLDN_Shop_TreeShadeCafe_A_Pillar_Wood_02,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/WhiteBox/GenericAsset/Building/Shop/Gen_BLDN_Shop_TreeShadeCafe/Meshes/WB_Gen_BLDN_Shop_TreeShadeCafe_A_Signboard_Metal_01.WB_Gen_BLDN_Shop_TreeShadeCafe_A_Signboard_Metal_01,WB_Gen_BLDN_Shop_TreeShadeCafe_A_Signboard_Metal_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/WhiteBox/GenericAsset/Building/Shop/Gen_BLDN_Shop_TreeShadeCafe/Meshes/WB_Gen_BLDN_Shop_TreeShadeCafe_A_Signboard_Metal_02.WB_Gen_BLDN_Shop_TreeShadeCafe_A_Signboard_Metal_02,WB_Gen_BLDN_Shop_TreeShadeCafe_A_Signboard_Metal_02,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/WhiteBox/GenericAsset/Building/Shop/Gen_BLDN_Shop_TreeShadeCafe/Meshes/WB_Gen_BLDN_Shop_TreeShadeCafe_A_Wall_Wood_01.WB_Gen_BLDN_Shop_TreeShadeCafe_A_Wall_Wood_01,WB_Gen_BLDN_Shop_TreeShadeCafe_A_Wall_Wood_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/WhiteBox/GenericAsset/Building/Shop/Gen_BLDN_Shop_TreeShadeCafe/Meshes/WB_Gen_BLDN_Shop_TreeShadeCafe_A_Wall_Wood_02.WB_Gen_BLDN_Shop_TreeShadeCafe_A_Wall_Wood_02,WB_Gen_BLDN_Shop_TreeShadeCafe_A_Wall_Wood_02,StaticMesh,占位/白盒/破碎测试
